name;label;frameTime;F0semitoneFrom27.5Hz_sma3nz_amean;F0semitoneFrom27.5Hz_sma3nz_stddevNorm;F0semitoneFrom27.5Hz_sma3nz_percentile20.0;F0semitoneFrom27.5Hz_sma3nz_percentile50.0;F0semitoneFrom27.5Hz_sma3nz_percentile80.0;F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2;F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope;F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope;F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope;loudness_sma3_amean;loudness_sma3_stddevNorm;loudness_sma3_percentile20.0;loudness_sma3_percentile50.0;loudness_sma3_percentile80.0;loudness_sma3_pctlrange0-2;loudness_sma3_meanRisingSlope;loudness_sma3_stddevRisingSlope;loudness_sma3_meanFallingSlope;loudness_sma3_stddevFallingSlope;spectralFlux_sma3_amean;spectralFlux_sma3_stddevNorm;mfcc1_sma3_amean;mfcc1_sma3_stddevNorm;mfcc2_sma3_amean;mfcc2_sma3_stddevNorm;mfcc3_sma3_amean;mfcc3_sma3_stddevNorm;mfcc4_sma3_amean;mfcc4_sma3_stddevNorm;jitterLocal_sma3nz_amean;jitterLocal_sma3nz_stddevNorm;shimmerLocaldB_sma3nz_amean;shimmerLocaldB_sma3nz_stddevNorm;HNRdBACF_sma3nz_amean;HNRdBACF_sma3nz_stddevNorm;logRelF0-H1-H2_sma3nz_amean;logRelF0-H1-H2_sma3nz_stddevNorm;logRelF0-H1-A3_sma3nz_amean;logRelF0-H1-A3_sma3nz_stddevNorm;F1frequency_sma3nz_amean;F1frequency_sma3nz_stddevNorm;F1bandwidth_sma3nz_amean;F1bandwidth_sma3nz_stddevNorm;F1amplitudeLogRelF0_sma3nz_amean;F1amplitudeLogRelF0_sma3nz_stddevNorm;F2frequency_sma3nz_amean;F2frequency_sma3nz_stddevNorm;F2bandwidth_sma3nz_amean;F2bandwidth_sma3nz_stddevNorm;F2amplitudeLogRelF0_sma3nz_amean;F2amplitudeLogRelF0_sma3nz_stddevNorm;F3frequency_sma3nz_amean;F3frequency_sma3nz_stddevNorm;F3bandwidth_sma3nz_amean;F3bandwidth_sma3nz_stddevNorm;F3amplitudeLogRelF0_sma3nz_amean;F3amplitudeLogRelF0_sma3nz_stddevNorm;alphaRatioV_sma3nz_amean;alphaRatioV_sma3nz_stddevNorm;hammarbergIndexV_sma3nz_amean;hammarbergIndexV_sma3nz_stddevNorm;slopeV0-500_sma3nz_amean;slopeV0-500_sma3nz_stddevNorm;slopeV500-1500_sma3nz_amean;slopeV500-1500_sma3nz_stddevNorm;spectralFluxV_sma3nz_amean;spectralFluxV_sma3nz_stddevNorm;mfcc1V_sma3nz_amean;mfcc1V_sma3nz_stddevNorm;mfcc2V_sma3nz_amean;mfcc2V_sma3nz_stddevNorm;mfcc3V_sma3nz_amean;mfcc3V_sma3nz_stddevNorm;mfcc4V_sma3nz_amean;mfcc4V_sma3nz_stddevNorm;alphaRatioUV_sma3nz_amean;hammarbergIndexUV_sma3nz_amean;slopeUV0-500_sma3nz_amean;slopeUV500-1500_sma3nz_amean;spectralFluxUV_sma3nz_amean;loudnessPeaksPerSec;VoicedSegmentsPerSec;MeanVoicedSegmentLengthSec;StddevVoicedSegmentLengthSec;MeanUnvoicedSegmentLength;StddevUnvoicedSegmentLength;equivalentSoundLevel_dBp;label_2
'OAF_juice_disgust';dis;0.0;33.17024;0.09217452;30.92873;32.30737;35.86894;4.940208;150.435;101.6132;43.59142;28.32823;0.3339006;0.6607485;0.1532944;0.29784770000000005;0.4765778000000001;0.32328340000000005;2.201467;0.9437592;1.6739529999999998;0.8212814;0.1200307;0.9231441;20.40506;1.309423;17.05536;0.672259;7.4985149999999985;2.522092;9.406549;1.8018490000000005;0.01940097;0.9905655;0.775659;1.118582;9.531725;0.2883655;14.69829;0.6782049;30.70787;0.4075423;487.0323;0.4173432;1272.395;0.2120636;-64.31945;-1.321212;1534.993;0.21827710000000008;946.7379;0.5069670000000001;-70.9978;-1.06481;2543.717;0.1473754;930.1902;0.4149093;-76.91464;-0.9333022;-20.27544;-0.5438393;33.95485;0.3939101;0.03656804;1.59448;-0.02395063;-0.8360658999999999;0.144495;0.8311365;33.48205;0.4829999;17.62312;0.7443483;6.529639;3.205593;10.13066;1.796546;-2.394533;10.13793;-0.04970087;-0.006203136;0.061606100000000004;2.916667;1.2765959999999998;0.5733333;0.3946588;0.14;0.07968688;-31.63038;neg
'OAF_juice_fear';fea;0.0;40.89957;0.08668604;39.40571;40.06737;41.34328;1.937565;51.32765;39.7178;97.51758;66.76915;0.30732459999999995;0.5333826999999999;0.1562287;0.2783045;0.4697112;0.3134825;2.418729;1.063856;1.833838;0.5391201;0.07845828;0.7008956999999999;14.0573;1.6524580000000002;10.58966;1.115814;5.031096;3.31806;3.927908;2.954822;0.01542341;1.57323;0.5041239000000001;0.9237847;13.09719;0.2919283;9.170478;0.8359791;14.302829999999998;0.782512;640.9861;0.5290288000000001;1083.438;0.2595375;-94.08135;-0.9083471;1700.932;0.208233;816.2414;0.3176051;-62.71038000000001;-1.0838709999999998;2777.265;0.1605947;741.7691;0.5408980999999999;-66.71715999999999;-0.980934;-16.9494;-0.6514384;29.04902;0.395447;0.01255441;2.544923;-0.02068006;-0.7854111999999999;0.08796304;0.6553317;24.0623;0.6757887;9.493601;1.3225049999999998;2.702011;6.462503;5.041277;2.493104;-0.2129291;6.988047999999999;-0.050767800000000016;-0.001214115;0.05204838;2.469136;1.910828;0.4033333;0.3680882;0.0725;0.05539630000000001;-33.90371;neg
'OAF_juice_happy';hap;0.0;37.29815;0.1516088;31.52693;37.09492;41.90117;10.37424;135.7236;102.0864;68.85996999999999;53.82088;0.2662271;0.5857124;0.1255775;0.2514129;0.3794049;0.2538275;2.701366;0.6855699000000001;1.01379;0.5475494000000001;0.1172607;1.083519;17.679370000000006;1.375594;15.74486;0.846459;1.140292;18.48811;4.950423000000002;2.832898;0.03909396;1.151593;0.6320589;0.9392246;10.01202;0.3553078;14.65328;0.7226028;28.43496;0.5843047;524.3525;0.459691;1273.1660000000004;0.2536614;-83.07639;-1.091848;1520.4879999999994;0.1957124;945.211;0.3543484000000001;-75.35834;-1.032723;2595.693;0.1304639;808.6157;0.3108956;-83.30853;-0.8684296999999999;-21.11721;-0.5137476;36.49504;0.3698166;0.04729512;1.230625;-0.02174673;-0.6723922;0.15181670000000005;0.9046583;30.18979;0.5136963999999999;17.40786;0.8281344;-2.127481;-10.61459;5.004375;2.9987;-2.067785;8.926076;-0.034725400000000003;-0.004410038;0.03778031;2.884615;0.9852217;0.72;0.44;0.18;0.05887841;-33.4625;pos
'OAF_juice_neutral';neu;0.0;33.351209999999995;0.01671839;32.94189;33.337990000000005;33.677640000000004;0.7357483;9.740936;6.847937;8.568363;4.219729;0.2018541;0.5406236999999999;0.09402680000000001;0.1908573;0.3155498;0.221523;1.619681;0.8371299999999999;0.7520296999999999;0.4012783;0.0458365;0.6732283;15.92813;1.666922;17.51764;0.5785201999999999;11.17876;1.5647799999999998;7.033579;1.910721;0.009249047;1.485619;0.5686904;0.8047148000000001;11.52469;0.167076;20.76855;0.4684390000000001;33.90843;0.3098672;488.4043;0.4008889;1213.859;0.2166525;-76.4869;-1.241337;1523.831;0.15755870000000002;813.5881;0.3291677;-84.69283;-1.000155;2638.994;0.1265853;746.5262;0.3305438;-90.03336999999998;-0.896057;-20.77347;-0.4819446;34.73001;0.331119;0.0484064;0.8655093;-0.01967116;-0.9275722;0.05579069999999999;0.6068587;32.43996;0.443205;18.47781;0.5760066;7.09892;2.662216;8.511847;1.593085;-7.900653;15.62294;-0.07761098;-0.002348358;0.02970984;2.816901;0.9615385;0.665;0.375;0.2333333;0.063421;-37.06722;neu
'OAF_juice_ps';sur;0.0;37.61012;0.1285621;33.73365;35.35051;42.46732;8.733665;167.7196;214.0833;51.9705;29.42363;0.401771;0.612366;0.1580294;0.3698725;0.6391587;0.4811292;3.941449;1.004857;2.562056;1.235444;0.17860299999999998;0.9938867;15.2014;1.58719;10.72402;1.180972;4.158107;4.699776;3.26486;4.821752;0.03260301;1.3742370000000002;0.7257359999999999;0.8616357;10.26045;0.3377268;17.02644;0.5991533;26.22584;0.4972849;591.811;0.4951889;1261.777;0.3129131;-86.97200000000002;-1.054423;1599.201;0.2208947;828.1793;0.28480959999999994;-82.2777;-0.9931136;2691.609000000001;0.1245126;750.0685;0.4876253;-87.5591;-0.8888853999999999;-17.81945;-0.5358609999999999;30.71999000000001;0.4312107;0.06648947;0.8780418;-0.01787656;-0.8795876;0.244343;0.7692028000000001;27.95055;0.5518349;9.224063;1.560165;0.1428885;145.1929;2.793283;6.106654;-5.566807;13.7656;-0.05428493;-0.007440134;0.05923065;2.714932;1.851852;0.35;0.369662;0.165;0.09552486;-29.140590000000003;pos
'OAF_juice_sad';sad;0.0;33.15163;0.07997877;31.91046;32.83149;35.56383;3.653364;17.75798;7.610246000000001;14.95108;8.357005000000001;0.1710281;0.4743997;0.10758239999999998;0.16246270000000002;0.2463982;0.1388157;1.38412;0.8543556999999999;0.3288397;0.1872586;0.04321427;0.9793954;20.88513;1.208866;19.78068;0.5404831999999999;11.94977;1.3427950000000002;10.90834;1.20462;0.01271143;1.3384120000000002;0.5022814;1.09695;11.51814;0.2073542;16.787770000000002;0.5072189;34.41368;0.30549790000000004;472.7173;0.3763734;1195.59;0.1949583;-62.60119;-1.425359;1529.517;0.1769676;955.4156;0.4562311;-76.76933000000002;-1.031173;2542.045;0.1418443;892.2744;0.5233648;-82.20297;-0.9185565;-23.24772;-0.4243175;35.92527000000001;0.2864723;0.0344399;1.183978;-0.02511116;-0.7173816999999999;0.04071673;0.7007300999999999;35.03957;0.3898616;22.75961;0.4535873;8.799416;1.908328;11.32735;1.228604;-10.40616;18.00916;-0.08301928;-0.005865951;0.05040598;2.380952;0.8097166;0.865;0.585;0.23;0.05099019;-38.94345;neg
'OAF_keen_angry';ang;0.0;39.27223;0.07385966;38.91573;40.0933;40.76927;1.853546;7.660333;0.0;-16.23235;15.11687;0.4685045;0.7046403;0.126976;0.4256058;0.7283359;0.6013598000000001;5.105014;2.707941;3.75826;1.604933;0.168689;0.9784479;15.9877;1.112252;9.075055;1.634226;-0.3637869;-60.26854;0.3891911;45.29389000000001;0.015620199999999999;1.339503;0.6052462;0.7648185000000001;11.88719;0.3258191;13.39785;0.4617653000000001;19.16721;0.6567621;710.4857;0.4588657;1196.984;0.2522196;-66.87039;-1.174765;1730.6270000000006;0.17862750000000002;746.3121;0.6184129;-56.07384;-1.24452;2842.262;0.13912529999999998;856.0134;0.5711955;-58.88831;-1.148854;-12.91872;-0.714992;21.80591;0.4366434;0.03002714;1.249125;-0.02495957;-0.681222;0.2056194;0.8265705;20.19194;0.6641517;6.9354619999999985;2.1535330000000004;-4.588575;-4.888589;-1.865162;-9.714532;-14.993479999999998;23.80348;-0.07928558;-0.005590961;0.04485154;2.941177;1.2195120000000002;0.64;0.21;0.14;0.02;-28.91496;neg
'OAF_keen_disgust';dis;0.0;33.54667;0.09293877;30.92802;32.32745;36.574;5.6459769999999985;31.423140000000004;13.05585;28.27492;14.57158;0.2467888;0.6589449000000001;0.09726038;0.2373123;0.3998943;0.3026339000000001;1.385482;0.6845355;1.141534;0.4147292;0.08251607;0.9949765;22.77759;0.9725165;24.18788;0.4503833;9.39535;1.811176;7.5772080000000015;1.927675;0.021488;1.00556;0.5222074000000001;0.9652538;10.51545;0.2265588;14.96582;0.5669876;36.97241;0.3305108;587.4095;0.2841926;1302.435;0.2352187;-73.17373;-1.144845;1706.726;0.1918249;817.0089999999999;0.5940536;-78.8169;-0.9692321;2825.847;0.1368628;920.329;0.4649304;-85.54511;-0.8383299999999999;-23.56875;-0.3981815;35.69441;0.3165655;0.02360446;1.732884;-0.02898974;-0.5143759;0.09936539;0.9187102;32.6507;0.4493313;26.3207;0.4278131;8.721838;2.064413;7.0260130000000025;2.185676;-15.34966;24.45628;-0.06682932;-0.01094909;0.04273226;1.930502;0.7905138;0.9;0.35;0.345;0.085;-33.771370000000005;neg
'OAF_keen_fear';fea;0.0;41.15529;0.0245161;40.22373;41.19336;41.92885;1.70512;96.29032;139.2985;17.240370000000002;7.214086999999999;0.32961050000000003;0.4972215999999999;0.1987429;0.3333623;0.475089;0.2763461;2.410357;1.113414;1.932746;0.8870665999999999;0.09589984;0.6829473;15.80901;1.299841;12.65149;0.8081813;-2.286279;-9.658655;0.4548246;32.55092;0.008818639;1.462831;0.4378688;0.8762009;14.35005;0.2090531;4.3653260000000005;1.5474370000000002;19.06873;0.6059496999999999;716.4295;0.4077719;1181.985;0.2722265;-93.67322;-0.9110479;1796.642;0.2077578;824.0576;0.467862;-75.85199;-0.9990636;2881.011;0.1572488;888.3699;0.4969107;-82.53611;-0.8650655999999999;-17.57522;-0.6135204000000001;30.854440000000004;0.3616059;0.05020621;0.5348231999999999;-0.01892098;-0.7960786999999999;0.1139969;0.5846553000000001;24.07788;0.5430683000000001;12.79256;0.8222077;-10.06871;-1.957461;-0.06247998;-243.6417;-7.089146;14.48942;-0.04766761;-0.005075237;0.04554339;3.144654;1.30719;0.545;0.205;0.2;0.02;-30.595240000000004;neg
'OAF_keen_happy';hap;0.0;38.61778;0.16524760000000002;31.61849;38.67563;44.5836;12.9651;40.48378;31.16083;68.39766999999999;1.126396;0.3000628;0.5496333999999999;0.14276;0.2839765;0.4506287000000001;0.3078687;3.230444;1.37792;1.1959030000000002;0.6378359;0.135434;0.7644003;15.08435;1.466804;16.08305;0.810483;3.387506;6.160402;-0.7212399;-24.31387;0.07909318;1.76642;0.5623538;0.8959862;9.902326;0.3012248;11.59923;0.5789116999999999;23.13977;0.7539352;652.8712;0.4013557;1245.193;0.2317975;-73.88466;-1.131033;1735.058;0.2054421;807.1823;0.5088868;-74.74951999999998;-0.9846954;2805.94;0.13365410000000005;843.672;0.3668324;-77.602;-0.919928;-19.04756;-0.5106803;30.15333;0.34300440000000004;0.04549614;0.9108089;-0.02397655;-0.7662551999999999;0.16634970000000002;0.6185632;24.50029;0.6175125;16.59085;0.8516943000000001;-0.2345856000000001;-91.75186;-2.9174830000000003;-6.1611970000000005;-4.347648;11.73828;-0.05660518;-0.003399921;0.05937538;3.783784;1.117319;0.655;0.295;0.22;0.0;-33.48188;pos
'OAF_keen_neutral';neu;0.0;33.46161;0.02933765;32.76381;33.35907;33.81725;1.053436;24.14841;29.47795;9.459784;6.4923199999999985;0.2161119;0.5274141;0.1089442;0.2263702;0.3064093;0.1974652;0.9776545;0.5002913;1.016349;0.3279495;0.04795036;0.8389184000000001;23.58863;0.9848042;17.69202;0.7210303000000001;11.39884;1.370983;3.19638;4.7282980000000014;0.008167952;1.195437;0.4930337;0.9073126;11.61508;0.1586092;19.09847;0.3874193;30.77738;0.3475204;449.3063;0.3153873;1265.27;0.1847625;-54.57632;-1.588153;1523.332;0.2151625;812.3467;0.5752273;-66.29869000000001;-1.153463;2575.782;0.1606129;773.5913;0.431633;-69.55978;-1.075918;-20.31641;-0.4039897;32.09384;0.3445169;0.05381747;0.5912188;-0.02492307;-0.5196082999999999;0.0542567;0.8174735;33.99807;0.383879;17.647920000000006;0.7544925;8.305421;1.90135;2.20785;6.54676;-12.09292;20.63208;-0.07354299;-0.005944259;0.03310197;1.877934;0.9661836;0.77;0.32;0.245;0.005;-37.08657;neu
'OAF_keen_ps';sur;0.0;36.9292;0.115341;33.52836;35.51029000000001;40.75994;7.231578999999999;55.03918;36.13744000000001;54.2347;37.01614;0.2481366;0.5688201;0.1297112;0.2502301;0.3414968;0.2117856;1.412796;0.6398937;1.428873;0.3591647;0.09905852;0.8128805;20.22383;1.056707;12.68159;1.067687;2.389475;6.8983820000000025;6.062787;2.812345;0.0367077;1.094114;0.849924;0.7997781999999999;9.431275;0.4201127000000001;18.79702;0.5328088000000001;26.09838;0.5241675;582.0034;0.3660187;1252.635;0.1850328;-66.78199000000001;-1.29463;1633.114;0.1973799;844.7504;0.4842124;-68.53062;-1.098645;2638.476;0.115472;842.7485;0.336809;-71.5198;-1.027125;-18.57051;-0.4745482;29.41784;0.4213298;0.05872217;0.7893326999999999;-0.0216269;-0.7023116;0.1228251;0.6629378;29.07632000000001;0.4927791;12.35682;1.221144;0.07976191;203.6702;5.065658;3.55332;-13.21345;22.06953;-0.06983627;-0.00469648;0.03257388;2.094241;1.086957;0.685;0.285;0.215;0.045;-35.68299000000001;pos
'OAF_keen_sad';sad;0.0;32.08738;0.1108024;31.00218;31.89271;34.68705;3.684877;74.03883;8.955606;35.92562;29.84141;0.17753629999999998;0.5273850999999999;0.09885377;0.175044;0.28010820000000003;0.1812544;1.013666;0.6425033;0.8819657;0.7447597;0.05664689;0.9862128;24.70453;0.9289088;21.80674;0.4338855;14.37752;0.8226844999999999;7.283183;1.938434;0.02593559;1.7581790000000002;0.5499282;0.9614146;10.51589;0.3040338;14.9585;0.5112061;35.79789;0.3017811;456.1847;0.3264514;1289.967;0.1637526;-69.11757;-1.313903;1504.811;0.2065527;927.066;0.4037654000000001;-82.4715;-0.9688782;2553.553;0.13697620000000002;971.5974;0.6479001999999999;-88.46885999999998;-0.856359;-24.89748;-0.3158828;36.5994;0.2698871;0.02701075;1.522881;-0.02932541;-0.5021689;0.06973062;0.9071477;38.04561;0.2883067;24.85974;0.3364449;12.40555;0.9333555;6.170832;2.204137;-14.23422;22.89755;-0.07920521;-0.005807685;0.02802019;2.419355;0.8264464;0.82;0.4;0.37;0.03;-35.87175999999999;neg
'OAF_keep_angry';ang;0.0;38.63009;0.05922342;38.07792;38.4551;39.8137;1.735786;234.2682;1.89735;32.20395;21.77976;0.3402667;0.7429366999999999;0.05748703;0.32521100000000003;0.5560550999999999;0.4985681;3.418051;1.242843;3.997447;1.080337;0.1332395;0.8849168;15.26031;1.167335;9.35993;1.2795299999999998;5.493382;3.979241000000002;4.357859;3.798677;0.01625902;1.2097440000000002;0.9856255;0.8581639999999999;11.31044;0.2305708;21.13697;0.5530689999999999;21.6584;0.7970665;636.1968;0.5519585;1057.723;0.2629499;-105.6664;-0.8658587;1666.698;0.1800642;736.8992;0.5679069;-75.61428000000002;-1.079858;2768.014;0.1714003;896.1471;0.7084326999999999;-78.17155;-1.011594;-12.97977;-0.6460333;23.4176;0.5114979000000001;0.03435682;1.219447;-0.02525222;-0.7152921999999999;0.1801247;0.650079;21.16597;0.700675;7.232861;1.488162;-0.06921486;-343.1761;2.165726;8.126348;-21.7979;30.97562000000001;-0.07546925;-0.01204678;0.04149876;3.896104;1.342282;0.495;0.315;0.105;0.07017834;-31.35653;neg
'OAF_keep_disgust';dis;0.0;32.56115;0.09993943;30.3498;32.07153;35.57380999999999;5.224012;44.56086;12.53484;-0.3049255;28.62238;0.2463106;0.8193449;0.05299813;0.2242795;0.3643366;0.3113384;1.64116;0.6839927;0.7453364;0.6091494000000001;0.08932653;1.114582;17.64754;1.362033;16.45055;0.7366944999999999;10.22033;1.906772;11.68293;1.274446;0.02712142;1.050987;0.6950019000000001;0.9025663;8.987511999999997;0.3666354;13.588679999999998;0.7252109999999999;30.06928;0.4764866;468.1373;0.32486750000000003;1258.269;0.2388801;-93.44829;-1.027062;1580.399;0.1863067;844.8174;0.6018404;-100.1746;-0.8623378;2588.221;0.13801770000000002;1139.503;0.6300713000000001;-102.8951;-0.816719;-19.21433;-0.5631401;31.19087;0.4587662;0.03889838;1.017953;-0.0273536;-0.6734389000000001;0.12673610000000002;0.9270157;32.99109;0.4369948;18.37722;0.7704827;7.455208;2.968299;12.03093;1.3851790000000002;-15.15475;24.56278;-0.07282002;-0.007157083000000002;0.03917521;1.901141;0.7751938;0.73;0.41;0.3566667;0.1249889;-34.22828;neg
'OAF_keep_fear';fea;0.0;39.69866;0.02449295;39.08376;39.60133;40.52764000000001;1.443878;40.1616;56.35334;11.39282;7.01036;0.3043157;0.6907687;0.039732199999999995;0.33535479999999995;0.4682175;0.4284853;2.572546;1.3568129999999998;2.726513;0.7652922;0.1015269;0.7962716;15.87475;1.284993;13.5727;0.6479178000000001;4.6857989999999985;3.873422;3.355776;4.757878;0.01182051;1.6251790000000002;0.5326376;0.8577108;13.52399;0.2002082;11.80029;0.5832706;16.81369;0.8476152;460.30800000000005;0.4443945;1247.832;0.2444844;-151.3299;-0.5090379;1518.179;0.17617470000000002;713.4628;0.4798205;-94.69041;-0.8728197;2550.239;0.1507906;873.6359;0.4350271;-94.95447;-0.8663018;-16.78021;-0.5073357;28.436999999999998;0.4001089000000001;0.02699387;0.9348224;-0.03050471;-0.5020513;0.1384517;0.5857640000000001;25.35432;0.6341279000000001;13.08012;0.7011736;-1.3815879999999998;-13.97131;-0.101137;-162.8147;-16.221729999999994;26.25456;-0.06511176;-0.006776415;0.05066379;3.012048;1.242236;0.485;0.265;0.19666670000000008;0.03299832;-31.69191;neg
'OAF_keep_happy';hap;0.0;37.92058;0.16423900000000002;31.36975;37.55382;45.35226;13.98252;66.1246;45.8544;10.10091;38.11223;0.2454069;0.6779630999999999;0.07362525;0.2376193;0.4036527;0.3300274;2.183902;0.7778505;1.521228;0.3056542;0.1054117;1.038744;16.447020000000002;1.402387;14.8322;0.7948586;2.639644;7.901153999999999;2.161062;7.522933;0.02911832;1.335386;0.6406286;0.6910187;10.40243;0.30988730000000003;13.5067;0.7217138000000001;26.22617;0.7704006;566.3674;0.4022701;1306.542;0.2435179;-96.58879;-0.9603256;1570.846;0.2042295;869.4584;0.3322254000000001;-88.34857;-0.9429457;2588.955;0.15253570000000002;888.3818;0.3085687;-93.69212;-0.8420674000000001;-18.28621;-0.5777668;33.05059;0.4071746;0.06265002;0.8228030999999999;-0.02264364;-0.7640796;0.141709;0.8025683000000001;28.25124000000001;0.6144103;14.79513;0.9302014;-6.019024;-3.337878;-1.414094;-12.24268;-12.39433;20.25528;-0.05581655;-0.007214412;0.04773739;2.116402;1.086957;0.58;0.4;0.21;0.08164965;-34.32497;pos
'OAF_keep_neutral';neu;0.0;33.81973;0.02867517;33.352059999999994;33.88494;34.12937;0.7773094;13.71384;34.205490000000005;20.1379;20.35676;0.2206014;0.5122161;0.114379;0.230699;0.335954;0.221575;1.7295169999999995;0.6876181;1.328373;0.5643619000000001;0.04840241;0.647452;20.90838;1.12131;11.90966;0.9018593;9.810279;2.000476;6.998338;1.964553;0.01306106;1.824138;0.6184869000000001;1.318384;11.31295;0.2292565;18.14892;0.4310640000000001;25.54801;0.3105219;403.0042;0.31343340000000003;1190.625;0.2099438;-61.78491999999999;-1.505302;1479.044;0.1747922;723.1685;0.4288867;-71.08926;-1.141915;2455.215;0.1239426;738.3731;0.3796296;-72.22215;-1.109107;-16.50688;-0.5133842000000001;28.79444;0.3873244;0.05652964;0.5979829000000001;-0.01989625;-0.7539669;0.05487522;0.6285236;32.25529;0.454565;10.49015;0.9511122;6.757123;3.126134;7.481536;1.778402;-11.92446;20.47153;-0.06343488;-0.006546063;0.03464555;2.604167;1.069519;0.65;0.42;0.1733333;0.08178563;-37.68974;neu
'OAF_keep_ps';sur;0.0;38.87065;0.1444374;34.27067;35.99937;44.29989000000001;10.02922;103.3729;42.59563;274.2557;341.9876;0.382542;0.735159;0.08647656;0.3645819;0.5487488;0.4622722;3.642293;1.286913;2.404772;0.4103146;0.1690642;0.9533825;15.14406;1.525213;8.391212;1.667185;9.231256;2.222841;3.876603;4.310411;0.0287728;1.707756;0.6706791999999999;0.776308;10.32433;0.3920763;17.8551;0.5686091;19.40188;0.9575127;512.6157;0.4168932;1220.711;0.2459113;-95.20467;-1.008178;1599.108;0.1827575;657.4623;0.4285061;-81.25445;-1.012402;2634.9790000000007;0.1110801;780.4544;0.3337392;-81.88544;-0.9936164;-15.075120000000002;-0.6298063;24.9795;0.5166255;0.07061336;0.696407;-0.02069949;-0.708581;0.223816;0.7564217;25.00043;0.7005621;6.211679;2.415936;5.7560379999999975;3.882182;0.6076795;29.12458;-14.79105;24.53098;-0.0713755;-0.004709692;0.05994155;2.369668;1.456311;0.45;0.4257542;0.16;0.07874008;-28.76551;pos
'OAF_keep_sad';sad;0.0;33.51501;0.09718716;32.473040000000005;33.77438;35.80584;3.3327980000000004;-28.15113;0.0;5.862527;0.0;0.1501835;0.7117651999999999;0.03009769;0.1536229;0.2358654;0.20576770000000005;0.8572519000000001;0.6480974;0.6642169;0.148509;0.04774975;1.602617;18.51045;1.191572;18.73438;0.5106021;12.54213;1.3254;11.3145;1.103845;0.01343138;1.597701;0.5184616;1.23975;11.41512;0.2298631;17.4762;0.5115632000000001;31.31126;0.3573134;471.5003;0.3932605;1174.069;0.2281449;-96.31148;-1.004893;1566.171;0.1740358;874.1538;0.8253273000000001;-103.0785;-0.8371726;2580.0;0.1683078;838.4384;0.3639357;-105.6071;-0.7946144;-21.450470000000006;-0.3706048;33.98275;0.2647666;0.045155900000000006;0.992557;-0.02491415;-0.6105176999999999;0.04447308;0.7890623999999999;32.80978;0.4138088;20.31363;0.5115219;8.876441;2.196128;10.0199;1.304407;-22.00778;32.2602;-0.08896469;-0.009007889;0.05373763;1.811594;0.7380074000000001;0.75;0.54;0.3866667;0.07363574;-39.28382;neg
'OAF_keg_angry';ang;0.0;38.3985;0.1166749;37.55865;39.69577;40.77597;3.217319;2288.456;0.0;1.188921;19.97717;0.5025537999999999;0.7657316999999999;0.1113944;0.4108201;0.8091646;0.6977701999999999;4.712296;2.5047080000000004;5.39966;1.580213;0.2017079;0.8446848;16.700470000000006;0.9780273000000002;3.452898;4.020678;-3.078924;-8.001352;5.579676;2.747135;0.02268074;1.886281;0.8864790000000001;0.7520404;10.34353;0.353157;18.36116;0.4532174;19.98339;0.5414262;599.1213;0.497341;1117.948;0.2136453;-81.75861;-1.139107;1618.2679999999998;0.1883442;807.2629;0.4130577;-54.42643;-1.438111;2577.094;0.1523473;864.0079;0.4668296;-56.2589;-1.369143;-10.25562;-0.8023946999999999;19.29842;0.5142806999999999;0.009578727;3.513906;-0.02426494;-0.651675;0.25562;0.6481756999999999;20.97097;0.6029975000000001;0.1841436;67.68789;-10.05083;-2.3744650000000003;3.853961;4.099252;-17.73524;27.18276;-0.08234901;-0.00858458;0.04909464;2.797203;1.470588;0.52;0.27;0.14;0.03;-27.7061;neg
'OAF_keg_disgust';dis;0.0;32.47203;0.07903798;30.21773;31.86213;34.49897;4.281233;55.99495;25.18331;35.77198;22.53118;0.2754574;0.6804638000000001;0.110438;0.2453463;0.4251826;0.3147446;1.7029419999999995;1.267091;1.626708;0.5677701999999999;0.098803;0.9574164;21.45698;1.07363;14.09305;0.9371623;5.648162;3.183065;10.41346;1.373176;0.02366387;0.9889439;0.6522783000000001;0.7461494000000001;8.401196;0.3549957;8.92636;1.228317;29.51429000000001;0.4830347;457.7598;0.246356;1317.3270000000002;0.2139451;-69.65755;-1.310843;1555.285;0.1510621;971.0254;0.5451581;-79.13006999999998;-1.02695;2523.6910000000007;0.1395953;1048.775;0.4662959;-83.07979;-0.9465935;-18.31123;-0.5192529;30.01128;0.4648214;0.02900315;1.511395;-0.02924132;-0.5906323;0.1233421;0.8533528;34.63239;0.3782958;15.15252;0.9334627;3.1223970000000003;5.828675;12.2614;1.158966;-8.701842999999998;16.158929999999998;-0.04681129;-0.01092175;0.05381230000000002;2.074689;1.287554;0.5233333;0.4227949;0.345;0.025;-34.98097;neg
